uid,iid
27,1344
27,3755
27,6757
27,6771
27,108
27,119
27,124
27,1128
27,5836
27,233
27,1672
27,7432
27,9193
27,7556
27,4057
27,7889
27,8526
27,8115
27,5630
27,9762
27,8417
27,1681
27,7995
28,1237
28,1113
28,647
28,1429
28,1509
28,1417
28,1638
28,902
28,1402
28,592
28,1812
28,1935
28,2150
28,999
28,3055
28,4907
28,6380
28,8455
28,7223
28,8630
28,10670
28,11860
28,2908
28,5607
28,9129
28,9290
28,9879
28,7617
28,10875
28,9291
28,5379
28,13160
28,13974
28,9134
28,11717
28,9293
28,12108
28,12110
28,9776
29,7549
29,5434
29,1953
29,7770
29,8035
29,8259
29,6314
29,8767
29,4599
29,6110
29,9242
29,7035
29,7647
29,9699
29,9293
29,9843
29,4794
29,9308
29,10216
29,8420
29,10702
29,10861
29,10330
29,6166
29,3827
29,10899
29,11403
29,7610
29,8823
29,11637
29,11430
29,7001
29,8357
29,1781
29,12219
29,12625
29,10278
29,12574
29,13092
29,13368
29,10902
29,12989
29,13394
29,11066
29,9087
29,13456
29,13824
29,13563
29,13274
29,8748
29,8713
29,13347
29,13348
29,13529
29,14762
29,14197
29,14738
30,512
30,467
30,1585
30,176
30,6710
30,3832
30,8048
30,3326
30,7919
30,12151
30,3768
30,9818
30,12903
31,6322
31,4235
31,4417
31,6632
31,5050
31,6266
31,5838
31,8219
31,8489
31,8595
31,8755
31,9207
31,8966
31,9526
31,8706
31,9306
31,10042
31,10383
31,9741
31,10139
31,10832
31,11276
31,10691
31,12415
31,12441
32,1716
32,7771
32,7654
32,6248
32,8574
32,7116
32,1867
32,6696
32,4375
32,7382
32,1595
32,11023
32,2411
32,7469
32,11201
32,2766
32,11744
32,13341
32,10143
33,9232
33,9601
33,9953
33,8279
33,7077
33,8472
33,12728
33,8332
33,13465
33,13574
33,8861
33,11172
33,14026
33,13967
33,11434
33,14185
33,5262
34,37
34,1496
34,5517
34,5460
34,4364
34,7801
34,9019
34,5297
34,8958
34,10901
34,780
34,11423
35,3543
35,2629
35,1074
35,1700
35,2913
35,3496
35,1487
35,3952
35,5642
35,6258
35,6089
35,7569
35,1450
35,8199
35,4011
35,4732
35,8783
35,707
35,1264
35,1912
35,2641
35,3260
35,9435
35,9093
35,10800
36,3282
36,926
36,1371
36,2312
36,2421
36,2942
36,3631
36,3656
36,3964
36,4447
36,67
37,3096
37,3140
37,7001
37,5344
37,10764
37,9988
37,12651
37,13883
37,13537
37,10702
38,3378
38,1160
38,4103
38,2411
38,962
38,5652
38,7154
38,5199
38,3233
38,139
38,2725
38,3202
38,5127
38,7310
38,1701
38,2115
38,419
38,7540
38,8315
38,2839
38,3073
38,3323
38,4241
38,1715
38,1041
38,4178
38,8175
38,6632
38,1210
38,4449
38,14001
39,3140
39,3913
39,3311
39,2854
39,4026
39,4772
39,3077
39,8791
39,10068
40,594
40,793
40,1482
40,760
40,1722
40,4857
40,6277
40,5494
40,7479
41,9169
41,10718
41,11004
41,12292
41,6201
41,12478
41,13786
41,13695
41,13930
41,5102
41,2948
41,8881
41,12455
41,14079
41,14089
41,5444
41,14475
41,2582
41,11079
41,9708
41,11791
41,14609
41,14602
41,15010
41,14998
41,14894
41,13440
41,15148
41,15264
42,2850
42,3810
42,6405
42,3054
42,4963
42,6332
42,1406
42,5475
42,6761
42,7854
42,2312
42,6265
42,8243
42,8367
42,8494
42,6673
42,7304
42,9738
42,9739
42,9126
42,1666
42,7504
42,11124
42,10790
42,11146
42,8495
42,7684
42,12137
42,12304
42,12302
42,12307
42,11209
42,10025
42,13635
42,12693
42,12558
42,13621
42,13221
42,13708
42,13853
42,6853
42,13859
42,8491
42,14594
43,2564
43,5527
43,6000
43,1798
43,4439
43,8058
43,6500
43,6110
43,8573
44,1779
44,2155
44,2156
44,4258
44,5357
44,5421
44,938
44,633
45,9301
45,9597
45,9754
45,10081
45,9916
45,10147
45,10396
45,10160
45,10716
45,11385
45,8741
45,13524
45,13301
46,612
46,522
46,129
46,1278
46,906
46,525
46,1689
46,776
46,1886
47,4687
47,7490
47,7814
47,6367
47,6826
47,6827
47,6828
47,7992
47,9551
47,7955
47,8357
47,8975
47,8982
47,9242
47,10096
47,10680
47,10829
47,9731
47,11294
47,6110
47,9970
47,9446
47,9447
47,11423
47,9272
47,9283
47,11322
47,8455
47,11040
47,5768
47,8510
47,9632
47,10207
47,11538
47,12163
47,12253
47,11000
47,8451
47,11598
47,13128
47,13296
47,13206
47,11404
47,13455
47,13709
47,13789
47,13160
47,8989
47,10814
47,12963
47,9504
47,9050
47,10909
47,13781
47,14201
47,14239
47,13690
47,14116
47,11532
47,8994
47,12243
47,15108
47,15197
47,15172
47,15089
47,14695
47,15136
47,15356
48,10887
48,12478
48,12869
48,2299
48,14249
48,13494
48,12572
48,11535
49,5325
49,6446
49,6452
49,5350
49,6874
49,7496
49,7529
49,7801
49,6337
49,8250
49,9433
49,10104
49,10623
49,8971
49,10096
49,8816
49,10958
49,11296
49,11455
49,11959
49,11156
49,12725
49,13211
49,12509
50,381
50,5040
50,5137
50,6021
50,6375
50,4480
50,4523
50,4806
50,5366
50,6146
50,6791
50,1419
50,4126
50,7575
50,6380
50,9291
50,11407
50,12080
50,12364
50,5606
50,7427
50,10975
50,13304
50,11174
50,13886
50,14102
50,14469
50,14463
50,14884
50,15019
51,3040
51,2518
51,2970
51,4800
51,5183
51,3424
51,6945
51,7047
51,6900
51,8309
51,3969
51,11246
51,11898
51,13182
52,3487
52,2892
52,886
52,1142
52,4979
52,6121
52,6647
52,5611
52,680
53,495
53,1916
53,8674
53,4005
53,1334
53,7602
53,8754
53,5148
53,9018
53,8054
53,10655
53,10604
53,233
53,5288
53,10919
53,217
53,3844
53,11006
53,11367
53,11780
53,5462
53,4141
53,2839
53,11600
53,10122
53,12175
53,9384
54,5973
54,5991
54,5421
54,1372
54,7264
54,2055
54,8565
54,7651
54,7831
54,4577
54,9857
54,12322
54,333
55,3442
55,4170
55,4292
55,5109
55,6779
55,7249
55,6340
55,7267
55,7935
56,3730
56,11048
56,8744
56,11302
56,11330
56,11384
56,11544
56,11759
56,11680
56,11734
56,11723
56,11727
56,11769
56,10589
56,11834
56,11945
56,11973
56,12059
56,12161
56,10431
56,12400
56,12540
56,12582
56,12741
56,12414
56,12763
56,12811
56,12411
56,12593
56,12896
56,13413
56,12781
56,13075
56,13396
56,13539
56,14151
56,14167
56,14139
57,7451
57,6529
57,3643
57,1032
57,3076
57,12677
57,13817
57,6980
57,14018
57,10139
57,14105
57,13789
57,3163
57,5397
57,4141
57,13052
57,11497
57,13530
57,14238
57,14311
57,15165
57,9726
58,8482
58,8148
58,3778
58,5721
58,10165
58,5946
58,7707
58,11666
58,12058
59,8472
59,8440
59,8823
59,7223
59,9365
59,9427
59,11953
59,12469
60,2791
60,975
60,5904
60,3501
60,249
60,1965
60,3192
60,5870
60,6297
60,1474
60,3265
60,2703
60,7191
60,4378
60,5890
60,3528
60,5742
60,7272
60,2584
60,7085
60,5784
60,2904
60,5932
60,636
60,787
60,1008
60,2334
60,8134
60,7238
60,8091
60,260
60,1891
60,7852
60,8432
60,5347
60,1165
60,1188
60,1530
60,6436
60,8633
60,8870
60,7783
60,860
60,7834
60,2
60,6154
60,8970
60,6472
60,7529
60,6345
60,7705
60,8823
60,2212
60,9647
60,120
60,6780
60,4104
60,3624
60,6057
60,1962
60,5606
60,2638
60,50
60,531
60,4349
60,128
60,5007
60,1941
60,3992
60,9707
60,1091
60,5557
60,1822
60,9670
60,11232
60,7733
60,11335
60,8891
60,455
60,6464
60,6850
60,7084
60,9564
60,7719
60,2095
60,11861
60,2684
60,5497
60,7427
60,11826
60,947
60,2104
60,12007
60,10733
60,1025
60,11395
60,403
60,871
60,6454
60,12116
60,13315
60,10975
60,447
60,11215
60,1594
60,7391
60,1397
60,10334
60,2027
60,6612
60,7825
60,10890
60,2659
60,13908
60,13368
60,10207
60,9694
60,8576
60,9017
60,10981
60,4871
60,7648
60,13706
60,11045
60,291
60,480
60,14159
60,10319
61,9976
61,10070
61,10415
61,10233
61,11284
61,2068
61,10979
61,11031
61,11767
61,5334
61,2839
61,3675
61,7556
61,10471
61,10749
61,12476
61,8451
61,12651
61,12528
61,11204
61,12750
61,13117
61,13398
61,10975
61,10799
61,13900
61,12808
61,12257
61,13519
61,14011
61,10464
61,10842
61,10958
61,11719
61,12525
61,12910
61,13216
61,13432
61,13543
61,13557
61,13929
61,14008
61,14086
61,14121
61,14193
61,14346
61,14364
61,14370
61,14550
61,14579
61,14630
61,14632
61,14746
61,14757
62,3695
62,7658
62,9520
62,6612
62,13886
62,13817
62,13890
62,14928
62,14881
62,11294
62,15419
63,8816
63,9036
63,9366
63,10393
63,1344
63,12687
63,10350
63,14853
63,14602
64,9080
64,11800
64,11915
64,12260
64,12379
64,12381
64,12382
64,12383
64,12385
64,12391
64,14092
64,14223
64,14302
64,14516
64,14553
64,14646
64,14649
64,14718
65,7840
65,7567
65,5790
65,10647
65,10774
65,12684
65,13260
65,9960
65,14808
65,14180
65,9331
65,15411
65,10260
66,5976
66,3923
66,6014
66,839
66,882
66,1238
66,2824
66,4424
66,4577
66,4312
66,869
66,1372
66,6860
66,6875
66,815
66,1817
66,1323
66,7137
66,5317
66,8375
66,8582
66,3455
66,6957
66,8006
66,8267
66,8381
66,4231
66,6195
66,358
66,9309
66,10144
66,9431
66,8745
67,5727
67,6133
67,6524
67,7096
67,7196
67,7495
67,7527
67,7811
67,10013
68,2958
68,630
68,899
68,3091
68,3801
68,3240
68,3613
68,3614
69,127
69,1880
69,340
69,1065
69,4605
69,5552
69,5118
69,3003
69,3184
69,3425
69,4818
69,5940
69,6474
69,7184
69,8557
70,3076
70,2514
70,4911
70,5105
70,4141
70,4512
70,1805
70,1875
70,6336
71,7971
71,7575
71,9143
71,9430
71,9586
71,9870
71,10229
71,10356
71,10357
71,10789
71,10950
71,11568
71,11400
71,11807
71,12347
71,8549
71,13496
71,13664
71,13878
71,13943
71,14003
71,14162
71,14293
71,14875
71,14675
72,37
72,181
72,161
72,642
72,166
72,280
72,52
72,292
72,707
73,265
73,439
73,752
73,1477
73,1571
73,193
73,709
73,3512
74,1724
74,1023
74,3715
74,2598
74,5820
74,5304
74,6312
74,9883
75,3657
75,973
75,1903
75,2313
75,6655
75,2067
75,2394
75,4066
75,5094
75,7065
75,2694
75,2853
75,486
75,3548
75,4245
75,6172
75,7906
75,7848
75,4524
75,6265
75,10823
75,6099
75,2991
75,6100
75,11177
75,1240
75,6088
75,695
75,4588
75,10285
75,10658
75,2381
75,4877
75,8327
75,13860
75,8226
75,14187
76,9731
76,11033
76,12972
76,13465
76,13735
76,14881
76,14805
76,15046
77,2149
77,5421
77,2725
77,2994
77,49
77,1160
77,6112
77,4249
77,4394
78,3011
78,4954
78,6160
78,6712
78,7682
78,9333
78,9312
78,10676
79,13735
79,7281
79,13943
79,11248
79,14104
79,1520
79,7077
79,11051
79,14140
79,13802
79,12328
79,821
79,5445
79,9494
79,10638
79,2097
79,11877
79,13281
79,14670
79,8913
79,5262
79,12897
79,4313
79,6470
79,5305
79,6819
79,13565
79,3549
79,5507
79,8192
79,2589
80,5148
80,2900
80,4133
80,4313
80,3675
80,5616
80,5873
80,5580
80,5775
80,532
80,2602
80,489
80,1772
80,7238
80,5561
80,8148
80,8544
80,8867
80,7642
80,8369
80,8438
80,8891
80,10319
80,10486
81,1698
81,1699
81,3610
81,1058
81,3557
81,5286
81,3140
81,9159
81,9309
81,8510
81,9403
81,10703
82,1331
82,11698
82,11767
82,9545
82,2149
82,9883
82,14735
82,9238
82,11740
83,5406
83,9170
83,7180
83,9586
83,10072
83,9087
83,9289
83,8362
83,10789
84,7851
84,7983
84,4852
84,7795
84,9406
84,7317
84,7669
84,7794
84,8475
84,9184
84,11441
84,10796
84,10810
84,11499
85,10026
85,8406
85,9775
85,8601
85,9367
85,9515
85,9599
85,10527
86,4890
86,5110
86,5165
86,5889
86,5005
86,5191
86,5696
86,5720
86,6298
86,6612
86,5350
86,6874
86,7575
86,6881
86,8947
86,3990
86,7339
86,8818
86,7884
86,9998
86,8369
86,10003
86,10066
86,10215
86,5946
86,10383
86,9168
86,10537
86,10408
86,6411
86,10422
86,736
86,11194
86,8498
86,11298
86,6110
86,10832
86,11715
86,8850
86,12415
86,12716
86,12728
86,12892
86,13033
86,13059
86,13160
86,7318
86,13296
86,13368
86,11966
86,10975
86,11404
86,13669
86,13106
86,13890
86,13967
87,265
87,984
87,4151
87,4209
87,6100
87,5998
87,7369
87,3840
87,669
87,821
87,6309
87,4393
88,702
88,3396
88,3778
88,3374
88,6075
88,2381
88,2491
88,6223
88,2889
88,4027
88,4087
88,1912
88,6930
88,419
88,10821
88,764
88,10658
88,11745
88,5497
88,4930
88,12758
89,7306
89,6161
89,7332
89,6078
89,791
89,6738
89,7337
89,3002
89,8114
89,5243
89,8028
89,5592
89,8194
89,2720
89,9220
89,11354
89,565
89,1918
90,493
90,8087
90,640
90,8185
90,8482
90,3049
90,3712
90,7817
90,12330
91,14024
91,11525
91,12986
91,13180
91,13368
91,14060
91,14760
91,15136
92,4260
92,5727
92,7552
92,4184
92,250
92,5434
92,8832
92,6132
92,10358
92,12461
92,13257
92,13836
92,6851
93,280
93,311
93,671
93,1419
93,2229
93,2455
93,2696
93,2775
93,3543
94,1126
94,1194
94,491
94,6116
94,2592
94,7076
94,7742
94,8172
94,8806
95,4535
95,1244
95,4656
95,4065
95,4892
95,103
95,5205
95,5771
95,1141
95,7246
95,7847
95,8170
95,9064
95,10175
95,10754
96,36
96,530
96,457
96,464
96,800
96,210
96,212
96,907
96,679
96,759
96,735
96,1489
96,845
96,1571
96,788
96,542
96,693
96,3433
96,1699
96,2450
96,3523
96,2162
96,1983
96,3522
96,4217
96,4657
96,4793
96,273
96,1718
96,5022
96,5093
96,4303
96,906
96,4872
96,3598
96,3516
96,5834
96,8135
97,3909
97,822
97,775
97,2078
97,625
97,3535
97,4497
97,9611
97,9591
98,5721
98,6110
98,7780
98,8619
98,8288
98,8346
98,9207
98,7318
98,10065
98,8816
98,10139
98,10163
98,10198
98,9651
98,10949
98,12071
98,12728
98,9496
98,12611
98,13835
99,2888
99,5904
99,10829
99,11266
99,11296
99,13520
99,13789
99,13817
99,13597
99,11666
99,12058
99,12395
99,12810
99,14591
100,4224
100,7974
100,2441
100,2630
100,3794
100,4155
100,2208
100,9616
101,3467
101,2018
101,1761
101,2650
101,5250
101,2019
101,4301
101,8019
101,7390
101,4962
101,7549
101,8115
101,2333
101,11767
101,6955
101,1183
101,5533
102,9143
102,12347
102,13664
102,13878
102,14162
102,13943
102,15473
102,15694
102,15580
102,15791
102,14003
103,200
103,912
103,710
103,1938
103,2618
103,3337
103,823
103,2379
103,5059
103,6922
104,3263
104,3298
104,4274
104,1213
104,6475
104,7412
104,8168
104,1938
104,2618
104,3337
105,2027
105,2667
105,3174
105,2900
105,2705
105,3144
105,3590
105,3869
105,3870
105,1531
105,4884
105,6219
105,4887
105,4098
105,6330
105,6819
105,5600
105,6852
105,6851
105,6969
105,6972
105,3049
105,4171
105,6966
105,7082
105,6243
105,5802
105,6605
105,6379
105,5200
105,5402
105,7161
105,6853
105,7738
105,7735
105,8000
105,8001
105,8002
105,8119
105,8122
105,8123
105,8244
105,7440
105,8605
105,8608
105,8606
105,8724
105,8730
105,8245
105,8604
105,8983
105,8985
105,9127
105,9132
105,8602
105,9423
105,9424
105,9428
105,9426
105,9569
105,8601
105,9738
105,9567
105,9571
105,9733
105,9875
105,9422
105,10205
105,10209
105,10368
105,10210
105,10661
105,10664
105,10369
105,10372
105,10375
105,10371
105,11400
105,11396
105,2296
105,11368
105,11392
105,11672
105,11399
105,11397
105,11393
105,11671
105,11813
105,11969
105,12301
105,12696
105,12698
105,13027
105,13509
105,13508
105,13500
106,3450
106,2610
106,3545
106,4083
106,5648
106,2363
106,7299
106,7468
106,2713
106,8172
106,11206
106,10261
106,8777
107,1686
107,14564
107,11881
107,14958
107,14766
107,15036
107,15503
107,14783
108,1921
108,242
108,13487
108,14338
108,13702
108,14359
108,14521
108,15043
109,2959
109,5307
109,5950
109,4362
109,5977
109,5553
109,6082
109,5394
109,5717
109,5726
109,5907
109,6249
109,5705
109,5804
109,6018
109,6260
109,6290
109,3465
109,4075
109,5326
109,5689
109,6010
109,5708
109,6276
109,6342
109,6029
109,6416
109,6439
109,6493
109,2240
109,4167
109,6274
109,6617
109,6639
109,2099
109,6733
109,6697
109,6684
109,6794
109,6816
110,5269
110,9060
110,9214
110,10278
110,10985
110,11513
110,11760
110,12219
110,12371
110,10191
110,12972
110,12982
110,13105
110,13179
110,8994
110,12483
110,13365
110,12897
110,13148
110,12491
110,13486
110,12951
110,13903
110,13908
110,10464
110,11402
110,12243
110,13475
110,13609
110,10525
110,12837
110,13691
110,13967
110,13153
110,14073
110,14320
110,14382
110,14438
110,14391
110,12939
110,14592
110,13795
110,13825
110,12155
110,12733
110,13864
110,14084
110,14197
110,14427
110,14684
110,14691
110,8624
110,14398
110,14702
110,14729
110,8138
110,14147
110,14217
110,14629
110,12231
110,13983
110,14356
110,14640
110,14780
110,13348
110,14826
110,15074
110,15142
110,528
110,10004
110,11212
110,12255
110,13347
110,13529
110,14031
110,15103
110,15172
110,13172
110,12106
110,14332
110,14416
111,4085
111,8178
111,9348
111,10693
111,11179
111,12336
111,12675
111,5010
111,12971
111,12992
111,13414
111,14002
112,2186
112,2042
112,322
112,2020
112,3682
112,4190
112,4641
112,4833
112,1548
112,5287
112,5710
112,6591
112,6203
112,6162
112,7130
112,6990
112,6743
112,7018
112,9337
112,5650
112,9604
112,10667
112,2295
112,11554
112,11230
112,9900
112,11835
112,11286
112,12486
112,12159
112,11504
112,11875
112,12929
112,13068
112,13230
112,13042
112,13954
113,2638
113,3515
113,5160
113,6009
113,786
113,7739
113,9469
113,5409
113,11149
113,8899
114,2993
114,4726
114,5692
114,1504
114,1811
114,2447
114,5256
114,6118
114,6466
114,2763
114,5827
114,7435
114,6851
114,7552
114,7684
114,3977
114,8134
114,8122
114,8119
114,8123
114,6488
114,8606
114,8955
114,8493
114,8870
114,7575
114,7877
114,7879
114,8728
114,28
114,8602
114,8607
114,7509
114,7070
114,9421
114,9424
114,9425
114,9427
114,10230
114,6538
114,9733
114,7639
114,9571
114,9875
114,10056
114,10054
114,10372
114,6
114,11397
114,11817
114,11098
114,8570
114,4877
114,11673
114,10664
114,4400
114,11671
114,11968
114,11969
114,7198
114,12666
114,8832
114,12303
114,10358
114,12461
114,9460
114,12696
114,9943
114,12783
114,12561
114,13391
114,12936
114,11400
114,13657
114,12697
114,13257
114,12829
114,13789
114,13814
114,13511
114,14095
114,12694
114,13029
114,13684
114,13020
114,12337
114,7199
114,7747
114,13025
114,14501
114,5533
114,14583
114,13858
114,13912
114,10966
115,711
115,1828
115,3436
115,2375
115,3654
115,10154
115,11313
115,6955
116,6294
116,9616
116,11360
116,11979
116,13850
116,14321
116,7300
116,13697
117,5926
117,6643
117,9897
117,10648
117,11316
117,11625
117,11668
117,11709
117,11984
118,208
118,5172
118,6099
118,6088
118,6100
118,6075
118,6098
118,1361
118,309
118,2700
118,139
118,140
118,138
118,141
118,1457
118,2049
118,3512
118,1284
118,1360
118,8455
118,6566
118,1818
118,5470
118,794
118,648
118,8952
118,9026
118,1785
118,7376
118,8651
118,5936
118,1594
118,8600
118,6717
118,8811
118,2090
118,8295
118,9532
118,8167
118,1152
118,2455
118,2775
118,3543
118,5177
118,6921
118,780
118,889
118,5238
118,6199
118,2837
118,535
118,8941
118,1128
118,629
118,4732
118,2862
118,4249
118,1875
118,6265
118,10069
118,1672
118,6258
118,1015
118,8745
118,3183
118,5100
118,5700
118,1333
118,3113
118,4418
118,10129
118,9777
118,7304
118,7654
118,786
118,5126
118,5829
118,8944
118,1401
118,7128
118,1595
118,9397
118,1685
118,6043
118,11295
118,1426
118,1348
118,3138
118,8033
118,11213
118,7853
118,764
118,9801
118,8414
118,6072
118,2860
118,1464
118,13883
118,12758
118,13545
118,13342
118,13661
118,6418
118,1520
118,6722
118,13402
118,10488
118,8064
118,4332
118,7150
118,2491
118,7355
118,10616
119,5247
119,6444
119,7801
119,5666
119,11666
119,12058
119,11217
119,12810
119,13461
120,3172
120,3170
120,1979
120,3171
120,532
120,1018
120,2730
120,3522
120,3859
121,1699
121,3081
121,1775
121,557
121,6688
121,7439
121,512
121,2822
121,10655
121,8627
121,3558
121,3738
121,8110
122,1572
122,13115
122,13250
122,8455
122,5979
122,6069
122,8031
122,11175
122,10283
122,1899
122,6291
122,6952
122,9385
123,6859
123,530
123,1607
123,2351
123,3668
123,7865
123,1735
123,3219
123,916
123,915
124,2813
124,892
124,2487
124,4566
124,886
124,6632
124,948
124,5607
124,5809
124,6612
124,1842
124,9237
125,8709
125,8975
125,10649
125,5134
125,12210
125,13718
125,14603
125,12980
126,3498
126,1658
126,4223
126,8012
126,4518
126,7208
126,1685
126,6632
126,2333
126,9232
126,2208
126,11445
126,9616
126,11979
126,1227
126,1269
126,11475
126,12235
126,11180
127,2067
127,1955
127,3216
127,2721
127,5003
127,2187
127,4802
127,6288
127,442
128,1361
128,156
128,191
128,3755
128,3431
128,3678
128,2173
128,5347
128,1823
128,4918
128,5350
128,6640
128,11542
128,11104
128,11902
129,1418
129,3019
129,4210
129,2078
129,5981
129,4961
129,4732
129,5874
129,577
130,6099
130,8828
130,3254
130,6218
130,823
130,7329
130,12238
130,12432
131,5240
131,5132
131,5731
131,5987
131,5385
131,6046
131,5996
131,4478
131,5826
131,6180
131,6202
132,6487
132,7359
132,7531
132,7354
132,7206
132,8561
132,2600
132,6839
132,10044
132,10050
132,9804
132,9747
132,10249
132,9978
132,10801
132,10644
132,11855
132,11915
132,2895
132,11594
132,12324
132,11165
132,12779
132,11306
132,13062
132,2001
132,13803
132,13066
132,14178
132,13786
132,13193
133,3801
133,3982
133,4672
133,4176
133,6755
133,8482
133,4426
133,5560
133,7915
133,7953
133,10165
133,10215
133,8816
133,7707
133,4871
133,11666
133,7648
133,12058
133,12395
133,12810
134,8101
134,4657
134,8240
134,4522
134,9913
134,11091
134,3723
134,6926
134,2110
135,5409
135,7198
135,4349
135,8245
135,8600
135,7179
135,8354
135,7976
